Date of requirement,Region,Country,PET bottle capacity,Type,PET bottle weight (grams),Volume (Million Pieces)
8/19/2019,EUR,Portugal,50cl,Standard,14.60,114.67
8/19/2019,South America,Argentina,50cl,Standard,14.60,24.28
8/19/2019,EUR,Portugal,25oz,BIG CAN,24.66,84.32
8/20/2019,South America,Argentina,12Oz,Standard,13.00,171.22
8/20/2019,EUR,Germany,11 OZ,Standard,13.38,200.70
8/20/2019,South America,Panama,44cl,Standard,13.90,49.84
8/20/2019,Asia,Japan,500ml,Standard,16.93,39.11
8/20/2019,Asia,China,270ml,Sleek,13.08,122.79
8/21/2019,EUR,France,12Oz,Standard,13.00,96.14
8/21/2019,EUR,UK,11Oz,Standard,12.36,74.98
8/21/2019,Asia,China,15cl,Slim,8.50,55.58
8/21/2019,South America,Panama,32oz,BIG CAN,27.55,29.87
8/21/2019,South America,Chile,44cl,Standard,13.90,0.67
8/21/2019,EUR,Belgium,33cl,Standard,11.90,214.55
8/21/2019,EUR,Germany,44cl,Standard,13.90,82.86
8/22/2019,EUR,Germany,19Oz,Standard,16.56,4.80
8/22/2019,Asia,Japan,11Oz,Standard,12.36,69.54
8/22/2019,North America,CA,12oz Sleek,SLEEK,13.79,64.22
8/23/2019,EUR,UK,8 OZ,SLEEK,11.03,16.37
8/23/2019,EUR,Belgium,44cl,Standard,13.90,95.42
8/24/2019,North America,US,12 OZ,SLEEK,13.92,15.77
8/24/2019,EUR,France,12Oz,Standard,13.00,13.54
8/24/2019,Asia,Japan,25oz,BIG CAN,24.66,135.52
8/24/2019,EUR,Belgium,33cl,Standard,11.90,143.25
8/25/2019,North America,US,16 OZ,STANDARD,15.82,1.47
8/25/2019,Asia,China,25cl,Slim,10.40,184.03
8/25/2019,EUR,UK,11Oz,Standard,12.36,52.90
8/25/2019,South America,Paraguay,9Oz,Sleek,11.12,25.74
8/25/2019,Asia,Korea,12 OZ,SLEEK,13.79,157.24
8/26/2019,Asia,Korea,25oz,BIG CAN,24.66,146.52
8/26/2019,South America,Colombia,33cl,Standard,11.90,84.19
8/26/2019,South America,Chile,50cl,Standard,14.60,105.46
8/26/2019,EUR,France,24 OZ,Big Can,22.81,95.62
8/26/2019,Asia,Japan,11 OZ,Standard,13.38,173.04
8/26/2019,Asia,Japan,44cl,Standard,13.90,146.37
8/27/2019,South America,Argentina,25 OZ,STANDARD,25.27,67.43
8/27/2019,EUR,France,50cl,Standard,14.60,155.02
8/27/2019,South America,Brasil,25oz,BIG CAN,24.66,103.38
8/27/2019,South America,Colombia,25oz,BIG CAN,24.66,8.15
8/28/2019,EUR,Belgium,355ml,Standard,13.09,0.08
8/28/2019,South America,Argentina,19Oz,Standard,16.56,35.82
8/28/2019,North America,US,10.5Oz,Slim,12.85,26.30
8/28/2019,North America,US,25cl,Slim,10.40,210.95
8/28/2019,EUR,Belgium,50cl,Standard,14.60,16.03
8/28/2019,EUR,UK,33cl,Standard,11.90,8.52
8/29/2019,North America,CA,12 OZ,SLEEK,13.79,190.68
8/29/2019,Asia,China,355ml,Standard,13.09,10.66
8/30/2019,South America,Panama,32oz,BIG CAN,27.55,40.36
8/30/2019,Asia,Korea,10.5Oz,Slim,12.85,42.86
8/30/2019,EUR,Germany,32oz,BIG CAN,27.55,79.37
8/30/2019,Asia,Japan,12 OZ,SLEEK,13.79,272.63
8/30/2019,North America,CA,270ml,Sleek,13.08,39.12
8/30/2019,EUR,Belgium,12oz Sleek,SLEEK,13.79,131.36
8/30/2019,South America,Panama,8oz Sleek,SLEEK,11.03,166.48
8/31/2019,South America,Paraguay,12Oz,Standard,12.64,13.91
8/31/2019,South America,Brasil,8oz Sleek,SLEEK,11.03,14.30
8/31/2019,Asia,Japan,15cl,Slim,8.50,50.02
8/31/2019,North America,US,310ml,Sleek,12.26,8.44
9/1/2019,EUR,Spain,12Oz,Standard,12.67,8.53
9/1/2019,EUR,Portugal,16 OZ,STANDARD,16.08,14.53
9/1/2019,South America,Peru,25oz,BIG CAN,24.66,43.29
9/1/2019,Asia,Korea,9Oz,Sleek,11.12,13.58
9/1/2019,South America,Paraguay,11 OZ,Standard,13.38,11.92
9/1/2019,South America,Peru,25cl,Slim,10.40,54.03
9/1/2019,Asia,Korea,25cl,Slim,10.40,59.31
9/1/2019,EUR,Netherlands,8 OZ,SLEEK,11.03,52.00
9/2/2019,South America,Brasil,50cl,Standard,14.60,132.80
9/2/2019,Asia,Korea,8oz Sleek,SLEEK,11.03,186.17
9/2/2019,EUR,France,8oz Sleek,SLEEK,11.03,87.05
9/2/2019,EUR,Netherlands,10.5Oz,Slim,12.85,1.90
9/2/2019,Asia,Korea,10 OZ,SLEEK,12.83,129.24
9/2/2019,Asia,China,12Oz,Standard,13.00,18.36
9/2/2019,North America,CA,"56,8cl",Standard,18.20,110.59
9/2/2019,Asia,Korea,25oz,BIG CAN,24.66,15.29
9/2/2019,South America,Argentina,12 OZ,SLEEK,13.79,5.11
9/2/2019,Asia,Korea,500ml,Standard,16.93,75.29
9/2/2019,EUR,Portugal,25 OZ,STANDARD,25.27,96.96
9/2/2019,North America,CA,11 OZ,Standard,13.38,53.25
9/2/2019,South America,Colombia,8 OZ,SLEEK,11.03,34.52
9/3/2019,EUR,Belgium,8 OZ,SLEEK,11.03,64.79
9/3/2019,Asia,China,25oz,BIG CAN,24.66,128.10
9/3/2019,EUR,Netherlands,270ml,Sleek,13.08,0.88
9/4/2019,North America,US,12 OZ,STANDARD,13.40,57.51
9/4/2019,EUR,Germany,25oz,BIG CAN,24.66,177.57
9/4/2019,EUR,Germany,500ml,Standard,16.93,41.06
9/4/2019,EUR,Czech Republic,12Oz,Standard,13.00,63.82
9/4/2019,South America,Colombia,355ml,Standard,13.09,168.41
9/4/2019,South America,Peru,33cl,Standard,11.90,162.15
9/4/2019,Asia,Japan,16 OZ,STANDARD,16.08,64.83
9/4/2019,EUR,Belgium,12oz Sleek,SLEEK,13.79,40.28
9/5/2019,North America,US,12 OZ,SLEEK,13.62,92.21
9/5/2019,North America,US,16 OZ,STANDARD,16.09,5.62
9/5/2019,South America,Peru,9Oz,Sleek,11.12,80.03
9/5/2019,EUR,Netherlands,"56,8cl",Standard,18.20,114.55
9/5/2019,EUR,Netherlands,16 OZ,STANDARD,16.08,47.71
9/5/2019,Asia,Japan,330ml,Standard,12.78,129.25
9/5/2019,South America,Peru,25cl,Slim,10.40,84.84
9/6/2019,EUR,Belgium,500ml,Standard,16.93,0.86
9/6/2019,Asia,China,50cl,Standard,14.60,5.65
9/6/2019,EUR,Germany,330ml,Standard,12.78,171.91
9/6/2019,EUR,UK,16 OZ,STANDARD,16.08,88.91
9/6/2019,EUR,Czech Republic,"56,8cl",Standard,18.20,85.92
9/6/2019,North America,US,16 OZ,STANDARD,16.08,46.32
9/6/2019,EUR,Netherlands,16Oz,Standard,15.00,119.93
9/7/2019,North America,US,12 OZ,STANDARD,13.92,48.55
9/7/2019,South America,Chile,10.5Oz,Slim,12.85,39.69
9/7/2019,North America,US,25 OZ,STANDARD,25.27,19.66
9/7/2019,Asia,Japan,12 OZ,SLEEK,13.79,202.38
9/7/2019,North America,US,25oz,BIG CAN,24.66,63.84
9/7/2019,Asia,Japan,8 OZ,SLEEK,11.03,23.78
9/7/2019,EUR,Germany,270ml,Sleek,13.08,72.67
9/7/2019,Asia,Korea,25cl,Slim,10.40,43.80
9/7/2019,South America,Chile,16Oz,Standard,15.00,162.35
9/7/2019,EUR,Netherlands,25cl,Slim,10.40,124.48
9/7/2019,Asia,Korea,12oz Sleek,SLEEK,13.79,12.94
9/8/2019,South America,Brasil,10.5Oz,Slim,12.85,56.69
9/8/2019,South America,Panama,16Oz,Standard,15.00,91.37
9/8/2019,Asia,Korea,15cl,Slim,8.50,170.32
9/8/2019,EUR,Portugal,25 OZ,STANDARD,25.27,22.52
9/8/2019,South America,Colombia,355ml,Standard,13.09,10.57
9/8/2019,South America,Peru,10 OZ,SLEEK,12.83,97.13
9/8/2019,EUR,Czech Republic,12 OZ,SLEEK,13.79,183.19
9/9/2019,North America,CA,12oz,STANDARD,13.58,24.88
9/9/2019,South America,Argentina,"56,8cl",Standard,18.20,76.81
9/9/2019,Asia,Korea,330ml,Standard,12.78,43.48
9/9/2019,EUR,Spain,10 OZ,SLEEK,12.83,142.16
9/9/2019,South America,Argentina,11 OZ,Standard,13.38,32.67
9/9/2019,South America,Paraguay,10 OZ,SLEEK,12.83,192.23
9/10/2019,EUR,Spain,16Oz,Standard,15.00,39.84
9/10/2019,North America,US,8oz Sleek,SLEEK,11.03,170.67
9/10/2019,South America,Panama,330ml,Standard,12.78,1.91
9/10/2019,Asia,Japan,11Oz,Standard,12.36,151.78
9/10/2019,North America,US,25oz,BIG CAN,24.66,45.66
9/10/2019,South America,Chile,15cl,Slim,8.50,20.97
9/11/2019,Asia,Japan,310ml,Sleek,12.26,96.67
9/11/2019,South America,Paraguay,330ml,Standard,12.78,64.22
9/11/2019,EUR,Portugal,11 OZ,Standard,13.38,143.42
9/11/2019,Asia,China,12oz Sleek,SLEEK,13.79,58.85
9/11/2019,EUR,Germany,500ml,Standard,16.93,45.10
9/12/2019,EUR,Belgium,15cl,Slim,8.50,9.05
9/12/2019,Asia,China,330ml,Standard,14.55,75.44
9/12/2019,EUR,Czech Republic,16 OZ,Standard,15.05,10.28
9/12/2019,EUR,France,11 OZ,Standard,13.38,149.31
9/12/2019,South America,Chile,330ml,Standard,12.78,39.20
9/12/2019,Asia,Korea,32oz,BIG CAN,27.55,192.84
9/12/2019,South America,Chile,50cl,Standard,14.60,152.42
9/12/2019,South America,Paraguay,32oz,BIG CAN,27.55,42.22
9/12/2019,Asia,Japan,11Oz,Standard,12.36,78.22
9/13/2019,North America,CA,355ml,Standard,13.09,149.60
9/13/2019,North America,CA,12 OZ,SLEEK,13.79,47.06
9/13/2019,EUR,Netherlands,355ml,Standard,13.09,17.44
9/14/2019,EUR,France,11Oz,Standard,12.36,89.44
9/14/2019,South America,Chile,19Oz,Standard,16.56,27.78
9/15/2019,Asia,China,500ml,Standard,16.38,65.23
9/15/2019,South America,Colombia,500ml,Standard,16.93,76.28
9/15/2019,South America,Paraguay,15cl,Slim,8.50,21.24
9/15/2019,South America,Peru,16Oz,Standard,15.00,23.08
9/15/2019,South America,Peru,270ml,Sleek,13.08,158.06
9/16/2019,EUR,Belgium,33cl,Sleek,12.40,16.90
9/16/2019,Asia,China,500ml,Standard,16.11,14.48
9/16/2019,Asia,Korea,16 OZ,STANDARD,16.08,92.66
9/16/2019,South America,Colombia,10 OZ,SLEEK,12.83,16.03
9/16/2019,Asia,China,12Oz,Standard,13.00,37.77
9/17/2019,Asia,Korea,500ml,Standard,16.77,21.68
9/17/2019,Asia,Korea,15cl,Slim,8.50,117.61
9/17/2019,South America,Chile,16 OZ,STANDARD,16.08,170.24
9/17/2019,South America,Panama,"56,8cl",Standard,18.20,22.32
9/17/2019,EUR,France,25cl,Slim,10.40,212.96
9/18/2019,Asia,China,355ml,Standard,13.50,77.96
9/18/2019,EUR,Portugal,330ml,Standard,12.78,86.64
9/18/2019,EUR,Belgium,25oz,BIG CAN,24.66,64.89
9/19/2019,EUR,Portugal,355ml,Standard,13.09,11.02
9/19/2019,EUR,Netherlands,32oz,BIG CAN,27.55,8.27
9/19/2019,South America,Chile,16 OZ,STANDARD,16.08,28.80
9/20/2019,South America,Argentina,11Oz,Standard,12.36,14.84
9/20/2019,North America,US,10 OZ,SLEEK,12.83,52.88
9/20/2019,EUR,Belgium,16 OZ,STANDARD,16.08,75.25
9/20/2019,Asia,Japan,32oz,BIG CAN,27.55,63.16
9/20/2019,EUR,Germany,32oz,BIG CAN,27.55,40.12
9/20/2019,South America,Chile,25cl,Slim,10.40,55.21
9/21/2019,EUR,Belgium,33cl,Standard,12.40,212.28
9/21/2019,South America,Panama,8 OZ,SLEEK,11.03,21.97
9/21/2019,South America,Peru,44cl,Standard,13.90,82.46
9/21/2019,Asia,Japan,44cl,Standard,13.90,20.50
9/21/2019,North America,CA,11 OZ,Standard,13.38,15.35
9/22/2019,North America,US,25 OZ,STANDARD,25.27,48.23
9/22/2019,North America,US,12 OZ,SLEEK,13.92,14.22
9/22/2019,EUR,UK,310ml,Sleek,12.26,23.21
9/22/2019,Asia,Japan,8 OZ,SLEEK,11.03,208.77
9/22/2019,Asia,China,25oz,BIG CAN,24.66,96.68
9/22/2019,South America,Peru,11Oz,Standard,12.36,25.75
9/23/2019,South America,Chile,16Oz,Standard,15.00,36.89
9/23/2019,South America,Chile,"56,8cl",Standard,18.20,111.62
9/23/2019,EUR,Czech Republic,8oz Sleek,SLEEK,11.03,21.35
9/23/2019,Asia,Japan,9Oz,Sleek,11.12,33.26
9/23/2019,South America,Colombia,15cl,Slim,8.50,59.46
9/24/2019,North America,US,12 OZ,STANDARD,13.40,21.62
9/24/2019,South America,Argentina,25 OZ,STANDARD,25.27,99.70
9/24/2019,EUR,Spain,16Oz,Standard,15.00,224.36
9/24/2019,South America,Chile,12oz Sleek,SLEEK,13.79,52.25
9/24/2019,South America,Panama,50cl,Standard,14.60,31.73
9/24/2019,South America,Panama,16Oz,Standard,15.00,13.83
9/25/2019,South America,Colombia,9Oz,Sleek,11.09,69.00
9/25/2019,South America,Chile,25 OZ,STANDARD,25.27,87.47
9/25/2019,North America,CA,25cl,Slim,10.40,3.72
9/26/2019,South America,Panama,"56,8cl",Standard,18.20,95.00
9/26/2019,EUR,France,330ml,Standard,12.78,162.16
9/26/2019,Asia,Korea,25cl,Slim,10.40,13.71
9/26/2019,EUR,Czech Republic,10.5Oz,Slim,12.85,115.87
9/26/2019,Asia,Korea,16Oz,Standard,15.00,8.40
9/26/2019,EUR,Czech Republic,32oz,BIG CAN,27.55,24.98
9/26/2019,South America,Chile,32oz,BIG CAN,27.55,56.62
9/27/2019,South America,Chile,50cl,Standard,14.60,61.59
9/27/2019,EUR,Belgium,12Oz,Standard,13.00,45.07
9/27/2019,South America,Argentina,12Oz,Standard,13.00,57.19
9/27/2019,South America,Panama,25 OZ,STANDARD,25.27,51.17
9/27/2019,North America,US,16 OZ,STANDARD,16.08,68.56
9/28/2019,EUR,Germany,44cl,Standard,13.90,38.57
9/28/2019,EUR,Portugal,50cl,Standard,14.60,15.79
9/28/2019,Asia,Japan,16Oz,Standard,15.00,43.99
9/28/2019,North America,US,355ml,Standard,13.09,9.34
9/28/2019,South America,Paraguay,10 OZ,SLEEK,12.83,82.03
9/29/2019,North America,US,16 OZ,STANDARD,15.92,203.98
9/29/2019,South America,Chile,12oz Sleek,SLEEK,13.79,76.11
9/29/2019,EUR,Portugal,25cl,Slim,10.40,90.48
9/29/2019,South America,Colombia,310ml,Sleek,12.26,222.10
9/29/2019,South America,Peru,50cl,Standard,14.60,43.82
9/29/2019,Asia,Japan,270ml,Sleek,13.08,32.50
9/29/2019,Asia,Japan,355ml,Standard,13.09,38.10
9/29/2019,Asia,Japan,44cl,Standard,13.90,75.57
9/30/2019,EUR,Germany,25oz,BIG CAN,24.66,50.18
9/30/2019,Asia,China,16Oz,Standard,15.00,62.02
9/30/2019,Asia,Japan,15cl,Slim,8.50,57.47
9/30/2019,EUR,Czech Republic,270ml,Sleek,13.08,45.99
9/30/2019,EUR,Germany,8 OZ,SLEEK,11.03,115.97
9/30/2019,South America,Panama,50cl,Standard,14.60,191.80
9/30/2019,EUR,UK,50cl,Standard,14.60,179.22
10/1/2019,South America,Peru,11 OZ,Standard,13.38,23.51
10/1/2019,South America,Colombia,500ml,Standard,16.93,161.65
10/1/2019,EUR,Belgium,270ml,Sleek,13.08,9.72
10/1/2019,Asia,China,8 OZ,SLEEK,11.03,128.63
10/1/2019,South America,Chile,9Oz,Sleek,11.12,33.52
10/1/2019,South America,Brasil,12 OZ,SLEEK,13.79,88.23
10/1/2019,South America,Peru,50cl,Standard,14.60,52.28
10/1/2019,South America,Argentina,10.5Oz,Slim,12.85,43.54
10/1/2019,Asia,China,355ml,Standard,13.09,65.20
10/2/2019,South America,Colombia,50cl,Standard,14.60,11.22
10/2/2019,Asia,China,12 OZ,SLEEK,13.79,174.13
10/2/2019,North America,US,50cl,Standard,14.60,46.45
10/2/2019,South America,Colombia,16 OZ,STANDARD,16.08,52.30
10/3/2019,North America,US,25 OZ,STANDARD,25.27,18.47
10/3/2019,North America,US,25oz,BIG CAN,24.66,20.29
10/3/2019,South America,Panama,310ml,Sleek,12.26,204.65
10/3/2019,South America,Panama,8oz Sleek,SLEEK,11.03,79.63
10/3/2019,Asia,China,500ml,Standard,16.93,1.05
10/3/2019,South America,Argentina,8 OZ,SLEEK,11.03,8.10
10/3/2019,EUR,Belgium,33cl,Standard,11.90,108.86
10/4/2019,South America,Colombia,15cl,Slim,8.50,6.96
10/4/2019,South America,Panama,50cl,Standard,14.60,35.74
10/4/2019,EUR,UK,500ml,Standard,16.93,107.87
10/4/2019,South America,Colombia,11 OZ,Standard,13.38,141.60
10/4/2019,South America,Panama,33cl,Standard,11.90,160.38
10/5/2019,EUR,France,10 OZ,SLEEK,12.83,86.40
10/5/2019,South America,Peru,500ml,Standard,16.93,39.05
10/5/2019,EUR,France,355ml,Standard,13.09,54.66
10/5/2019,South America,Peru,12oz Sleek,SLEEK,13.79,128.19
10/5/2019,South America,Peru,11Oz,Standard,12.36,148.70
10/5/2019,EUR,UK,50cl,Standard,14.60,59.96
10/5/2019,EUR,Belgium,33cl,Standard,11.90,53.97
10/6/2019,South America,Brasil,12Oz,Standard,12.64,126.40
10/6/2019,EUR,Belgium,15cl,Slim,8.50,8.29
10/6/2019,South America,Colombia,50cl,Standard,14.60,115.05
10/6/2019,EUR,Portugal,12Oz,Standard,13.00,165.35
10/6/2019,South America,Panama,25oz,BIG CAN,24.66,3.95
10/7/2019,EUR,Belgium,33cl,Standard,11.90,124.77
10/7/2019,South America,Brasil,32oz,BIG CAN,27.55,57.38
10/7/2019,South America,Brasil,25cl,Slim,10.40,42.44
10/7/2019,Asia,China,33cl,Standard,11.90,31.67
10/8/2019,South America,Paraguay,9Oz,Sleek,11.12,135.02
10/8/2019,EUR,Netherlands,12Oz,Standard,13.00,166.92
10/8/2019,South America,Paraguay,8oz Sleek,SLEEK,11.03,105.04
10/8/2019,EUR,Netherlands,355ml,Standard,13.09,1.18
10/8/2019,South America,Panama,33cl,Standard,11.90,121.54
10/8/2019,South America,Colombia,500ml,Standard,16.93,85.32
10/9/2019,North America,US,33cl,Standard,11.90,57.92
10/10/2019,EUR,Belgium,33cl,Sleek,12.00,110.91
10/10/2019,EUR,Belgium,33cl,Sleek,2.50,88.77
10/10/2019,Asia,China,500ml,Standard,16.38,23.15
10/10/2019,EUR,Netherlands,310ml,Sleek,12.26,45.72
10/10/2019,Asia,Korea,330ml,Standard,12.78,91.48
10/10/2019,EUR,Germany,270ml,Sleek,13.08,251.98
10/10/2019,EUR,Netherlands,10 OZ,SLEEK,12.83,43.81
10/10/2019,EUR,Netherlands,25oz,BIG CAN,24.66,83.37
10/10/2019,EUR,Netherlands,9Oz,Sleek,11.12,187.86
10/10/2019,EUR,France,11Oz,Standard,12.36,152.61
10/10/2019,EUR,France,44cl,Standard,13.90,57.62
10/10/2019,EUR,Germany,9Oz,Sleek,11.12,214.04
10/11/2019,EUR,Germany,19Oz,Standard,16.56,91.27
10/11/2019,EUR,Czech Republic,500ml,Standard,16.93,120.48
10/11/2019,EUR,France,12oz Sleek,SLEEK,13.79,8.04
10/11/2019,EUR,Belgium,310ml,Sleek,12.26,29.46
10/11/2019,EUR,France,8 OZ,SLEEK,11.03,266.61
10/11/2019,South America,Argentina,50cl,Standard,14.60,60.03
10/12/2019,EUR,Belgium,44cl,Standard,13.90,9.54
10/12/2019,EUR,Belgium,16 OZ,STANDARD,16.08,123.08
10/12/2019,South America,Paraguay,355ml,Standard,13.09,54.29
10/12/2019,EUR,Netherlands,11Oz,Standard,12.36,84.39
10/12/2019,South America,Chile,11Oz,Standard,12.36,172.92
10/12/2019,EUR,Belgium,32oz,BIG CAN,27.55,1.15
10/12/2019,North America,US,32oz,BIG CAN,27.55,41.51
10/12/2019,Asia,Japan,25 OZ,STANDARD,25.27,209.36
10/12/2019,EUR,Belgium,33cl,Standard,11.90,39.61
10/13/2019,North America,US,355ml,Standard,13.09,118.36
10/13/2019,EUR,Germany,12oz Sleek,SLEEK,13.79,25.28
10/13/2019,Asia,Korea,44cl,Standard,13.90,3.19
10/14/2019,North America,US,25 OZ,STANDARD,25.27,14.19
10/15/2019,North America,US,25 OZ,STANDARD,25.27,49.14
10/15/2019,Asia,China,15cl,Slim,8.50,18.49
10/15/2019,Asia,China,25oz,BIG CAN,24.66,30.72
10/15/2019,South America,Chile,12oz Sleek,SLEEK,13.79,39.04
10/15/2019,South America,Chile,33cl,Standard,11.90,66.82
10/15/2019,South America,Panama,8 OZ,SLEEK,11.03,9.83
10/15/2019,EUR,Germany,12oz Sleek,SLEEK,13.79,2.62
10/15/2019,Asia,Japan,19Oz,Standard,16.56,67.85
10/15/2019,EUR,UK,25oz,BIG CAN,24.66,38.10
10/16/2019,South America,Paraguay,500ml,Standard,16.93,52.37
10/16/2019,EUR,Belgium,44cl,Standard,13.90,18.90
10/16/2019,EUR,Netherlands,25 OZ,STANDARD,25.27,9.70
10/16/2019,EUR,Germany,33cl,Standard,11.90,55.80
10/17/2019,North America,US,12 OZ,SLEEK,13.62,3.90
10/17/2019,EUR,France,330ml,Standard,12.78,85.48
10/17/2019,EUR,Germany,"56,8cl",Standard,18.20,52.16
10/17/2019,South America,Chile,44cl,Standard,13.90,23.57
10/17/2019,South America,Panama,8 OZ,SLEEK,11.03,17.33
10/17/2019,Asia,Japan,10.5Oz,Slim,12.85,88.16
10/17/2019,EUR,Netherlands,50cl,Standard,14.60,57.16
10/17/2019,South America,Brasil,8 OZ,SLEEK,11.03,170.91
10/18/2019,North America,US,310ml,Sleek,12.26,8.84
10/18/2019,EUR,Germany,270ml,Sleek,13.08,187.08
10/18/2019,South America,Paraguay,25 OZ,STANDARD,25.27,192.86
10/18/2019,EUR,Netherlands,9Oz,Sleek,11.12,19.69
10/18/2019,South America,Argentina,355ml,Standard,13.09,15.82
10/19/2019,South America,Chile,25cl,Slim,10.40,93.68
10/19/2019,EUR,UK,25cl,Slim,10.40,5.03
10/19/2019,EUR,Spain,16Oz,Standard,15.00,60.12
10/19/2019,EUR,Czech Republic,10 OZ,SLEEK,12.83,121.53
10/19/2019,EUR,Netherlands,12Oz,Standard,13.00,159.40
10/20/2019,South America,Chile,50cl,Standard,14.60,19.80
10/20/2019,Asia,Korea,25 OZ,STANDARD,25.27,34.65
10/20/2019,Asia,Japan,24 OZ,Big Can,22.81,29.09
10/20/2019,EUR,Belgium,33cl,Standard,11.90,197.17
10/20/2019,South America,Colombia,15cl,Slim,8.50,18.40
10/20/2019,EUR,France,11Oz,Standard,12.36,18.61
10/21/2019,South America,Argentina,33cl,Standard,11.90,2.67
10/21/2019,EUR,Czech Republic,12oz Sleek,SLEEK,13.79,93.11
10/21/2019,Asia,China,500ml,Standard,16.93,1.15
10/22/2019,Asia,China,500ml,Standard,16.11,59.39
10/22/2019,South America,Colombia,330ml,Standard,12.78,74.58
10/22/2019,EUR,Portugal,24 OZ,Big Can,22.81,137.55
10/22/2019,South America,Peru,12oz Sleek,SLEEK,13.79,21.91
10/23/2019,EUR,Spain,270ml,Sleek,13.08,81.31
10/23/2019,North America,CA,500ml,Standard,16.93,94.69
10/23/2019,South America,Panama,19Oz,Standard,16.56,59.92
10/23/2019,Asia,Japan,330ml,Standard,12.78,176.41
10/23/2019,North America,US,11 OZ,Standard,13.38,14.35
10/24/2019,EUR,UK,50cl,Standard,15.20,203.49
10/24/2019,North America,CA,8oz Sleek,SLEEK,11.03,52.07
10/24/2019,Asia,Japan,32oz,BIG CAN,27.55,86.35
10/24/2019,South America,Paraguay,33cl,Standard,11.90,21.88
10/24/2019,South America,Argentina,12Oz,Standard,13.00,85.12
10/24/2019,Asia,Japan,500ml,Standard,16.93,246.79
10/24/2019,South America,Panama,25cl,Slim,10.40,62.97
10/24/2019,Asia,Korea,8 OZ,SLEEK,11.03,18.20
10/24/2019,North America,US,8oz Sleek,SLEEK,11.03,148.78
10/24/2019,EUR,Belgium,32oz,BIG CAN,27.55,93.05
10/25/2019,EUR,Germany,50cl,Standard,15.20,9.39
10/25/2019,South America,Brasil,44cl,Standard,13.90,27.51
10/25/2019,South America,Panama,19Oz,Standard,16.56,48.70
10/25/2019,EUR,Belgium,10 OZ,SLEEK,12.83,88.20
10/27/2019,EUR,Belgium,33cl,Sleek,12.40,113.86
10/27/2019,EUR,UK,12Oz,Standard,13.00,218.04
10/27/2019,South America,Paraguay,11 OZ,Standard,13.38,42.88
10/27/2019,South America,Chile,500ml,Standard,16.93,147.19
10/27/2019,South America,Brasil,33cl,Standard,11.90,146.28
10/28/2019,North America,US,8oz Sleek,SLEEK,11.03,98.97
10/28/2019,Asia,Korea,355ml,Standard,13.09,63.04
10/28/2019,EUR,Portugal,10.5Oz,Slim,12.85,160.23
10/28/2019,Asia,Japan,8 OZ,SLEEK,11.03,111.31
10/28/2019,South America,Argentina,11 OZ,Standard,13.38,71.22
10/29/2019,EUR,UK,33cl,Standard,12.40,47.20
10/29/2019,EUR,Czech Republic,12 OZ,Standard,13.00,114.64
10/29/2019,EUR,Czech Republic,8oz Sleek,SLEEK,11.03,56.46
10/29/2019,South America,Colombia,10 OZ,SLEEK,12.83,93.06
10/29/2019,Asia,Japan,24 OZ,Big Can,22.81,119.99
10/29/2019,South America,Brasil,330ml,Standard,12.78,165.75
10/29/2019,EUR,France,355ml,Standard,13.09,31.76
10/29/2019,South America,Chile,44cl,Standard,13.90,38.43
10/29/2019,South America,Brasil,25cl,Slim,10.40,69.60
10/29/2019,North America,US,12oz Sleek,SLEEK,13.79,93.42
10/30/2019,EUR,Portugal,8 OZ,SLEEK,11.03,105.94
10/30/2019,South America,Argentina,24 OZ,Big Can,22.81,254.63
10/30/2019,South America,Colombia,33cl,Standard,11.90,64.42
10/30/2019,South America,Peru,10 OZ,SLEEK,12.83,31.75
10/30/2019,South America,Peru,12oz Sleek,SLEEK,13.79,23.39
10/30/2019,EUR,UK,50cl,Standard,14.60,99.77
10/31/2019,EUR,UK,44cl,Standard,13.90,4.51
10/31/2019,North America,CA,25oz,BIG CAN,24.66,4.77
10/31/2019,EUR,France,9Oz,Sleek,11.12,73.99
10/31/2019,EUR,Belgium,25cl,Slim,10.40,30.94
11/1/2019,EUR,Germany,11 OZ,Standard,13.38,189.96
11/1/2019,South America,Colombia,330ml,Standard,12.78,227.35
11/2/2019,South America,Brasil,32oz,BIG CAN,27.55,222.24
11/2/2019,Asia,China,16Oz,Standard,15.00,72.02
11/3/2019,EUR,Belgium,33cl,Standard,2.50,4.51
11/3/2019,Asia,China,310ml,Sleek,13.23,129.97
11/3/2019,EUR,Spain,15cl,Slim,8.50,34.68
11/3/2019,Asia,Japan,8 OZ,SLEEK,11.03,44.73
11/3/2019,North America,CA,270ml,Sleek,13.08,64.10
11/3/2019,EUR,Netherlands,"56,8cl",Standard,18.20,64.24
11/4/2019,EUR,Portugal,12oz Sleek,SLEEK,13.79,134.91
11/4/2019,EUR,France,16 OZ,STANDARD,16.08,68.67
11/4/2019,EUR,Portugal,11Oz,Standard,12.36,153.54
11/4/2019,EUR,UK,11 OZ,Standard,13.38,112.94
11/4/2019,EUR,Czech Republic,15cl,Slim,8.50,178.25
11/4/2019,EUR,France,19Oz,Standard,16.56,35.02
11/5/2019,EUR,UK,25oz,BIG CAN,24.66,24.22
11/5/2019,South America,Panama,310ml,Sleek,12.26,77.10
11/5/2019,South America,Argentina,32oz,BIG CAN,27.55,223.50
11/5/2019,South America,Brasil,25cl,Slim,10.40,9.90
